State,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,GrAppv,NAICS_Sector,State_Points,NAICS_Sector_Points,Log_GrAppv,Guarantee_Ratio,Term_Years,IsCreateJob,IsRetained,IsFranchise,LowDoc_Binary,NewExist_Clean
NY,238210,84,3,1.0,4,4,0,1,Y,N,50000.0,23,1,2,10.819798284210286,0.5,7,1.0,1.0,0.0,0.0,1.0
PA,336399,36,2,1.0,0,2,0,1,Y,N,30000.0,33,4,4,10.308985993422082,0.5,3,0.0,1.0,0.0,0.0,1.0
OH,236220,84,52,1.0,0,52,0,1,Y,,500000.0,23,3,2,13.122365377402328,0.75,7,0.0,1.0,0.0,,1.0
FL,722110,84,0,2.0,45,45,21037,1,N,N,470000.0,72,1,3,13.060490101343552,0.75,7,1.0,1.0,1.0,0.0,2.0
MA,445110,60,0,1.0,1,1,0,1,Y,N,25000.0,44,4,2,10.12667110305036,0.5,5,1.0,1.0,0.0,0.0,1.0
MS,112320,84,2,1.0,0,2,0,2,N,N,297000.0,11,3,5,12.601490784782536,0.75,7,0.0,1.0,0.0,0.0,1.0
NY,541110,60,1,1.0,0,1,0,1,Y,N,15000.0,54,1,4,9.61587214452889,0.5,5,0.0,1.0,0.0,0.0,1.0
TX,445310,75,1,1.0,0,1,0,1,N,N,118000.0,44,2,2,11.678448377988165,0.85,6,0.0,1.0,0.0,0.0,1.0
WI,323119,72,20,1.0,0,20,0,1,N,N,280000.0,32,4,4,12.54254845357358,0.5,6,0.0,1.0,0.0,0.0,1.0
LA,236118,60,6,2.0,4,6,0,1,Y,N,100000.0,23,2,2,11.51293546492023,0.85,5,1.0,1.0,0.0,0.0,2.0
AZ,621111,72,2,2.0,2,2,0,1,N,N,239400.0,62,1,5,12.385895249206726,0.75,6,1.0,1.0,0.0,0.0,2.0
CO,315999,23,11,1.0,1,11,0,1,Y,N,250000.0,31,2,3,12.429220196836383,0.5,1,1.0,1.0,0.0,0.0,1.0
LA,112320,24,2,2.0,0,2,0,2,N,N,26700.0,11,2,5,10.192456296870509,0.5,2,0.0,1.0,0.0,0.0,2.0
NY,812112,84,1,2.0,1,1,0,1,Y,N,15000.0,81,1,3,9.61587214452889,0.5,7,1.0,1.0,0.0,0.0,2.0
CT,238210,22,50,1.0,10,50,0,2,Y,N,150000.0,23,4,2,11.918397239722838,0.5,1,1.0,1.0,0.0,0.0,1.0
PA,484220,78,9,1.0,0,9,0,1,N,N,35000.0,48,4,1,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
TX,484110,36,2,1.0,0,2,0,1,N,N,29700.0,48,2,1,10.298935994257638,0.5,3,0.0,1.0,0.0,0.0,1.0
AZ,448210,96,3,1.0,0,3,0,1,N,N,5000.0,44,1,2,8.517393171418904,0.85,8,0.0,1.0,0.0,0.0,1.0
IN,541990,60,18,1.0,0,18,0,1,N,N,222000.0,54,2,4,12.310437165348775,0.75,5,0.0,1.0,0.0,0.0,1.0
GA,238990,3,9,2.0,0,9,0,2,N,N,12000.0,23,1,2,9.392745258631441,0.5,0,0.0,1.0,0.0,0.0,2.0
WA,237310,60,5,1.0,0,5,0,2,N,N,165000.0,23,4,2,12.013706813470414,0.5,5,0.0,1.0,0.0,0.0,1.0
NV,454111,120,1,2.0,0,1,0,1,N,N,5000.0,45,1,2,8.517393171418904,0.85,10,0.0,1.0,0.0,0.0,2.0
ME,511110,120,2,2.0,2,2,0,1,N,N,10000.0,51,5,1,9.210440366976517,0.85,10,1.0,1.0,0.0,0.0,2.0
MA,621210,24,3,2.0,2,3,0,1,Y,N,50000.0,62,4,5,10.819798284210286,0.5,2,1.0,1.0,0.0,0.0,2.0
OH,238990,84,43,1.0,0,43,0,1,Y,N,325000.0,23,3,2,12.691583538230217,0.5,7,0.0,1.0,0.0,0.0,1.0
CA,423690,84,1,1.0,0,1,0,1,Y,N,100000.0,42,2,3,11.51293546492023,0.5,7,0.0,1.0,0.0,0.0,1.0
MI,333518,84,2,2.0,0,2,0,1,N,N,30500.0,33,1,4,10.32551474894327,0.5,7,0.0,1.0,0.0,0.0,2.0
SD,722211,84,8,2.0,0,8,0,2,N,N,30000.0,72,5,3,10.308985993422082,0.5,7,0.0,1.0,0.0,0.0,2.0
CA,541613,84,15,2.0,0,15,0,1,Y,N,350000.0,54,2,4,12.765691290604371,0.5,7,0.0,1.0,0.0,0.0,2.0
UT,238910,78,1,1.0,0,1,0,2,N,N,35000.0,23,2,2,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
ID,811111,84,5,1.0,0,5,0,1,Y,N,50000.0,81,4,3,10.819798284210286,0.5,7,0.0,1.0,0.0,0.0,1.0
LA,448140,60,3,1.0,1,4,0,1,N,N,55000.0,44,2,2,10.915106645867503,0.85,5,1.0,1.0,0.0,0.0,1.0
LA,448140,60,3,1.0,1,4,0,1,N,N,50000.0,44,2,2,10.819798284210286,0.85,5,1.0,1.0,0.0,0.0,1.0
NY,621111,120,17,1.0,4,17,0,1,N,N,50000.0,62,1,5,10.819798284210286,0.5,10,1.0,1.0,0.0,0.0,1.0
CA,424480,84,21,1.0,0,21,0,1,Y,N,150000.0,42,2,3,11.918397239722838,0.5,7,0.0,1.0,0.0,0.0,1.0
NY,322211,120,97,1.0,0,97,0,1,N,N,2000000.0,32,1,4,14.508658238524095,0.75,10,0.0,1.0,0.0,0.0,1.0
WI,238310,48,0,2.0,3,0,0,1,N,N,36700.0,23,4,2,10.510559281627845,0.5,4,1.0,0.0,0.0,0.0,2.0
OH,541410,84,1,2.0,0,1,0,1,Y,N,10000.0,54,3,4,9.210440366976517,0.85,7,0.0,1.0,0.0,0.0,2.0
IL,621610,84,10,2.0,5,10,0,1,Y,N,25000.0,62,1,5,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,2.0
AL,541219,120,1,2.0,0,1,0,1,N,N,10000.0,54,3,4,9.210440366976517,0.85,10,0.0,1.0,0.0,0.0,2.0
FL,423620,12,6,1.0,0,6,0,1,Y,N,750000.0,42,1,3,13.527829818844937,0.9,1,0.0,1.0,0.0,0.0,1.0
ID,484121,60,9,1.0,0,9,0,1,N,N,95000.0,48,4,1,11.461642696843066,0.85,5,0.0,1.0,0.0,0.0,1.0
ME,519130,104,1,1.0,0,1,0,1,N,N,10000.0,51,5,1,9.210440366976517,0.85,8,0.0,1.0,0.0,0.0,1.0
MS,562211,13,160,1.0,103,150,0,1,Y,S,150000.0,56,3,2,11.918397239722838,0.85,1,1.0,1.0,0.0,,1.0
NC,327390,240,62,1.0,14,0,0,1,N,N,1269000.0,32,2,4,14.053740534718278,1.0,20,1.0,0.0,0.0,0.0,1.0
VA,238190,84,30,1.0,0,30,0,1,N,,280000.0,23,2,2,12.54254845357358,0.75,7,0.0,1.0,0.0,,1.0
VA,238190,84,30,1.0,0,30,0,1,N,,100000.0,23,2,2,11.51293546492023,0.85,7,0.0,1.0,0.0,,1.0
FL,453220,94,1,1.0,1,1,0,1,N,N,15000.0,45,1,2,9.61587214452889,0.85,7,1.0,1.0,0.0,0.0,1.0
HI,541620,60,1,1.0,4,4,0,1,Y,N,45000.0,54,3,4,10.714439990727769,0.5,5,1.0,1.0,0.0,0.0,1.0
CA,541519,84,2,1.0,4,2,0,1,N,N,25000.0,54,2,4,10.12667110305036,0.85,7,1.0,1.0,0.0,0.0,1.0
KS,238160,4,7,1.0,1,7,0,2,N,N,5000.0,23,4,2,8.517393171418904,0.5,0,1.0,1.0,0.0,0.0,1.0
OK,517110,66,2,2.0,3,2,0,2,N,N,250000.0,51,3,1,12.429220196836383,0.75,5,1.0,1.0,0.0,0.0,2.0
PA,448310,82,6,1.0,2,8,0,1,Y,N,250000.0,44,4,2,12.429220196836383,0.5,6,1.0,1.0,0.0,0.0,1.0
MT,332111,82,10,1.0,0,10,0,2,N,N,85000.0,33,5,4,11.350418300109132,0.5,6,0.0,1.0,0.0,0.0,1.0
OR,238990,72,1,1.0,1,1,0,1,Y,N,10000.0,23,3,2,9.210440366976517,0.5,6,1.0,1.0,0.0,0.0,1.0
MA,541110,60,1,2.0,0,1,0,1,N,N,50000.0,54,4,4,10.819798284210286,0.85,5,0.0,1.0,0.0,0.0,2.0
TX,424810,63,2,2.0,2,4,0,1,N,N,50000.0,42,2,3,10.819798284210286,0.85,5,1.0,1.0,0.0,0.0,2.0
OH,722110,60,20,1.0,0,0,0,1,N,N,18300.0,72,3,3,9.814710982145282,0.5,5,0.0,0.0,0.0,0.0,1.0
IL,811111,78,1,2.0,1,1,0,1,N,N,15000.0,81,1,3,9.61587214452889,0.85,6,1.0,1.0,0.0,0.0,2.0
CO,722213,120,2,2.0,2,2,0,2,N,N,76500.0,72,2,3,11.245059091624615,0.85,10,1.0,1.0,0.0,0.0,2.0
PA,541614,120,39,1.0,0,39,0,2,N,N,400000.0,54,4,4,12.899222326086994,0.75,10,0.0,1.0,0.0,0.0,1.0
OH,444120,84,2,2.0,1,2,0,1,Y,N,50000.0,44,3,2,10.819798284210286,0.5,7,1.0,1.0,0.0,0.0,2.0
WI,238220,84,2,2.0,0,0,0,1,Y,N,25000.0,23,4,2,10.12667110305036,0.5,7,0.0,0.0,0.0,0.0,2.0
FL,541690,84,10,1.0,0,10,0,1,N,N,250000.0,54,1,4,12.429220196836383,0.5,7,0.0,1.0,0.0,0.0,1.0
MO,531210,43,1,1.0,0,1,6140,1,N,N,35000.0,53,3,1,10.463131911491967,1.0,3,0.0,1.0,1.0,0.0,1.0
UT,311612,120,80,1.0,0,80,0,1,N,N,350000.0,31,2,3,12.765691290604371,0.75,10,0.0,1.0,0.0,0.0,1.0
AR,541990,60,9,1.0,0,9,0,2,N,N,70000.0,54,3,4,11.156264806643742,0.5,5,0.0,1.0,0.0,0.0,1.0
KY,441210,60,3,1.0,3,3,0,2,T,N,1800000.0,44,2,2,14.403297778421795,0.75,5,1.0,1.0,0.0,0.0,1.0
ID,621320,126,3,2.0,2,1,0,2,N,N,80000.0,62,4,5,11.289794413577894,0.85,10,1.0,1.0,0.0,0.0,2.0
NJ,442210,85,1,2.0,4,1,0,1,N,N,7500.0,44,1,2,8.922791623969637,0.85,7,1.0,1.0,0.0,0.0,2.0
TN,519190,84,12,1.0,15,12,0,1,N,N,360000.0,51,1,1,12.793862088206213,0.75,7,1.0,1.0,0.0,0.0,1.0
PA,541611,84,20,1.0,0,20,0,1,Y,N,40000.0,54,4,4,10.596659732783579,0.5,7,0.0,1.0,0.0,0.0,1.0
WA,621210,84,3,1.0,0,3,0,1,N,N,260000.0,62,4,5,12.468440756144114,0.75,7,0.0,1.0,0.0,0.0,1.0
NJ,811192,240,14,2.0,5,0,0,1,N,N,1474000.0,81,1,3,14.20349103015724,1.0,20,1.0,0.0,0.0,0.0,2.0
CA,488510,84,1,2.0,2,0,0,1,Y,N,25000.0,48,2,1,10.12667110305036,0.5,7,1.0,0.0,0.0,0.0,2.0
IN,238220,180,6,1.0,2,8,0,1,N,N,47000.0,23,2,2,10.757924157061597,0.5,15,1.0,1.0,0.0,0.0,1.0
OH,443112,60,0,1.0,0,0,0,1,Y,N,80000.0,44,3,2,11.289794413577894,0.5,5,0.0,0.0,0.0,0.0,1.0
IA,722110,120,30,1.0,20,30,24850,1,N,N,394000.0,72,5,3,12.884108726347916,0.75,10,1.0,1.0,1.0,0.0,1.0
NJ,812320,120,4,1.0,0,4,0,2,N,N,250000.0,81,1,3,12.429220196836383,0.75,10,0.0,1.0,0.0,0.0,1.0
KY,621340,240,12,1.0,9,0,0,2,N,N,616000.0,62,2,5,13.331003865890963,1.0,20,1.0,0.0,0.0,0.0,1.0
NY,812113,36,4,2.0,0,4,0,1,N,N,30000.0,81,1,3,10.308985993422082,0.85,3,0.0,1.0,0.0,0.0,2.0
KY,446110,168,10,1.0,0,10,0,2,N,N,549000.0,44,2,2,13.215855541983634,0.75,14,0.0,1.0,0.0,0.0,1.0
GA,423450,100,2,1.0,1,2,0,1,N,N,7500.0,42,1,3,8.922791623969637,0.85,8,1.0,1.0,0.0,0.0,1.0
SC,442110,64,8,1.0,2,2,0,1,N,N,50000.0,44,1,2,10.819798284210286,0.85,5,1.0,1.0,0.0,0.0,1.0
LA,423830,26,15,1.0,2,17,0,2,Y,N,150000.0,42,2,3,11.918397239722838,0.85,2,1.0,1.0,0.0,0.0,1.0
IL,621310,120,1,2.0,0,1,0,2,N,N,109100.0,62,1,5,11.600029337681997,0.85,10,0.0,1.0,0.0,0.0,2.0
NC,484230,40,11,2.0,0,11,0,2,N,N,77700.0,48,2,1,11.260623406285792,0.5,3,0.0,1.0,0.0,0.0,2.0
NC,484230,40,11,2.0,0,11,0,2,N,N,149300.0,48,2,1,11.913719681428494,0.5,3,0.0,1.0,0.0,0.0,2.0
MO,722320,60,2,1.0,0,2,0,1,N,N,32000.0,72,3,3,10.373522431293592,0.5,5,0.0,1.0,0.0,0.0,1.0
ME,621210,84,6,2.0,0,6,0,2,N,N,200000.0,62,5,5,12.206077645517674,0.75,7,0.0,1.0,0.0,0.0,2.0
WI,238110,84,4,1.0,0,4,0,1,Y,N,20000.0,23,4,2,9.90353755128617,0.5,7,0.0,1.0,0.0,0.0,1.0
TX,611512,123,0,2.0,1,0,0,2,N,,50000.0,61,2,1,10.819798284210286,0.85,10,1.0,0.0,0.0,,2.0
NY,517210,84,2,2.0,3,2,0,1,Y,N,250000.0,51,1,1,12.429220196836383,0.5,7,1.0,1.0,0.0,0.0,2.0
UT,423690,60,1,1.0,3,1,0,1,N,N,50000.0,42,2,3,10.819798284210286,0.85,5,1.0,1.0,0.0,0.0,1.0
CO,713940,84,2,1.0,0,2,0,1,N,N,10200.0,71,2,3,9.23024103368252,0.5,7,0.0,1.0,0.0,0.0,1.0
WI,492210,84,2,1.0,0,2,0,2,N,N,52400.0,49,4,2,10.866680954096502,0.5,7,0.0,1.0,0.0,0.0,1.0
WI,722211,120,4,2.0,4,4,78760,1,N,N,165000.0,72,4,3,12.013706813470414,0.75,10,1.0,1.0,1.0,0.0,2.0
CA,454210,40,2,2.0,10,10,0,1,Y,N,25000.0,45,2,2,10.12667110305036,0.5,3,1.0,1.0,0.0,0.0,2.0
AZ,624190,84,1,2.0,0,1,0,1,Y,N,15000.0,62,1,5,9.61587214452889,0.5,7,0.0,1.0,0.0,0.0,2.0
AL,713940,120,2,2.0,1,2,0,1,N,S,7500.0,71,3,3,8.922791623969637,0.85,10,1.0,1.0,0.0,,2.0
CA,312130,68,3,2.0,8,11,0,1,Y,N,20000.0,31,2,3,9.90353755128617,0.5,5,1.0,1.0,0.0,0.0,2.0
MI,238220,36,0,1.0,0,0,0,1,N,N,5000.0,23,1,2,8.517393171418904,0.5,3,0.0,0.0,0.0,0.0,1.0
MA,531120,240,0,1.0,0,0,0,2,N,N,358898.0,53,4,1,12.79079629084037,0.7499986068465135,20,0.0,0.0,0.0,0.0,1.0
MA,621210,85,19,1.0,0,19,0,2,N,N,230063.0,62,4,5,12.346112810067522,0.7499989133411283,7,0.0,1.0,0.0,0.0,1.0
AZ,541320,54,1,1.0,4,5,0,1,N,N,27900.0,54,1,4,10.236417809461043,1.0,4,1.0,1.0,0.0,0.0,1.0
PA,722110,180,4,2.0,0,4,0,1,N,N,140000.0,72,4,3,11.849404844423074,0.5,15,0.0,1.0,0.0,0.0,2.0
PA,722110,60,4,2.0,0,4,0,1,N,N,35000.0,72,4,3,10.463131911491967,0.5,5,0.0,1.0,0.0,0.0,2.0
IL,621310,84,20,1.0,0,20,0,1,Y,N,350000.0,62,1,5,12.765691290604371,0.5,7,0.0,1.0,0.0,0.0,1.0
NY,722110,60,15,1.0,2,0,0,2,N,N,40000.0,72,1,3,10.596659732783579,0.5,5,1.0,0.0,0.0,0.0,1.0
NE,315212,67,3,1.0,2,3,0,1,N,N,150000.0,31,5,3,11.918397239722838,0.85,5,1.0,1.0,0.0,0.0,1.0
OR,541519,84,2,1.0,0,2,0,2,Y,N,40000.0,54,3,4,10.596659732783579,0.5,7,0.0,1.0,0.0,0.0,1.0
TX,541613,240,23,1.0,15,0,0,1,N,N,882000.0,54,2,4,13.689948468775134,1.0,20,1.0,0.0,0.0,0.0,1.0
CA,423390,12,6,1.0,0,6,0,1,N,N,1500000.0,42,2,3,14.220976332738882,0.9,1,0.0,1.0,0.0,0.0,1.0
MA,611710,84,3,1.0,3,8,0,1,Y,N,50000.0,61,4,1,10.819798284210286,0.5,7,1.0,1.0,0.0,0.0,1.0
TX,812331,48,1,1.0,1,2,0,1,N,N,25000.0,81,2,3,10.12667110305036,0.5,4,1.0,1.0,0.0,0.0,1.0
CO,441120,300,5,1.0,0,5,0,1,N,N,655800.0,44,2,2,13.39361266824666,0.75,25,0.0,1.0,0.0,0.0,1.0
OK,621498,42,5,1.0,1,6,0,1,N,N,72200.0,62,3,5,11.187209175200515,0.5,3,1.0,1.0,0.0,0.0,1.0
PA,541512,84,1,1.0,1,2,0,1,Y,N,20000.0,54,4,4,9.90353755128617,0.5,7,1.0,1.0,0.0,0.0,1.0
ID,423430,84,2,2.0,2,2,0,1,N,N,40000.0,42,4,3,10.596659732783579,0.85,7,1.0,1.0,0.0,0.0,2.0
FL,541410,84,1,1.0,0,1,0,1,Y,N,10000.0,54,1,4,9.210440366976517,0.5,7,0.0,1.0,0.0,0.0,1.0
MN,332710,84,75,1.0,0,75,0,2,Y,N,250000.0,33,4,4,12.429220196836383,0.5,7,0.0,1.0,0.0,0.0,1.0
CA,541512,36,26,1.0,8,8,0,1,Y,N,200000.0,54,2,4,12.206077645517674,0.5,3,1.0,1.0,0.0,0.0,1.0
PA,541614,120,13,1.0,15,13,0,1,N,N,500000.0,54,4,4,13.122365377402328,0.75,10,1.0,1.0,0.0,0.0,1.0
AZ,621112,245,3,2.0,0,3,0,2,N,N,611700.0,62,1,5,13.323998880017616,0.75,20,0.0,1.0,0.0,0.0,2.0
NE,541213,240,1,1.0,0,1,0,2,N,N,85000.0,54,5,4,11.350418300109132,0.85,20,0.0,1.0,0.0,0.0,1.0
WI,238990,60,18,1.0,0,18,0,2,N,N,100000.0,23,4,2,11.51293546492023,0.5,5,0.0,1.0,0.0,0.0,1.0
TX,423990,84,80,1.0,10,80,0,1,N,N,700000.0,42,2,3,13.45883704259595,0.75,7,1.0,1.0,0.0,0.0,1.0
TX,424990,84,1,2.0,6,1,0,1,N,N,300000.0,42,2,3,12.611541086966115,0.75,7,1.0,1.0,0.0,0.0,2.0
VT,621340,300,2,2.0,0,2,0,1,N,N,245000.0,62,5,5,12.409017571151187,0.75,25,0.0,1.0,0.0,0.0,2.0
ND,238220,120,6,1.0,0,6,0,2,N,N,126500.0,23,5,2,11.748005492256807,0.85,10,0.0,1.0,0.0,0.0,1.0
HI,441221,84,3,2.0,1,3,0,2,N,N,145000.0,44,3,2,11.884495917930655,0.75,7,1.0,1.0,0.0,0.0,2.0
MA,323110,60,2,1.0,0,2,0,1,N,N,50000.0,32,4,4,10.819798284210286,0.5,5,0.0,1.0,0.0,0.0,1.0
IA,812112,36,49,1.0,0,49,0,1,N,N,105000.0,81,5,3,11.561725152903833,0.85,3,0.0,1.0,0.0,0.0,1.0
WI,447110,114,1,2.0,4,1,0,2,N,N,631300.0,44,4,2,13.35553804838741,0.75,9,1.0,1.0,0.0,0.0,2.0
AZ,423840,78,10,1.0,1,11,0,1,N,N,35000.0,42,1,3,10.463131911491967,1.0,6,1.0,1.0,0.0,0.0,1.0
CA,541511,85,25,1.0,0,25,0,1,N,N,383600.0,54,2,4,12.857358228870192,0.75,7,0.0,1.0,0.0,0.0,1.0
OH,448120,60,0,1.0,0,0,0,1,Y,N,25000.0,44,3,2,10.12667110305036,0.5,5,0.0,0.0,0.0,0.0,1.0
OK,443112,84,2,1.0,1,2,0,1,Y,N,25000.0,44,3,2,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,1.0
NM,213112,48,2,2.0,1,2,0,2,N,N,325000.0,21,5,5,12.691583538230217,0.75,4,1.0,1.0,0.0,0.0,2.0
MO,238990,48,10,1.0,2,10,0,1,N,N,60000.0,23,3,2,11.002116507732017,0.5,4,1.0,1.0,0.0,0.0,1.0
MA,722110,78,17,1.0,3,17,0,1,N,N,35000.0,72,4,3,10.463131911491967,1.0,6,1.0,1.0,0.0,0.0,1.0
CO,713110,110,6,2.0,20,6,0,1,N,N,5000.0,71,2,3,8.517393171418904,0.85,9,1.0,1.0,0.0,0.0,2.0
ME,531210,55,2,1.0,0,2,0,1,Y,N,20000.0,53,5,1,9.90353755128617,0.5,4,0.0,1.0,0.0,0.0,1.0
MO,722110,120,10,1.0,3,13,0,1,N,N,100000.0,72,3,3,11.51293546492023,0.85,10,1.0,1.0,0.0,0.0,1.0
CA,812310,84,1,1.0,0,1,0,1,N,N,270000.0,81,2,3,12.506180941677357,0.5,7,0.0,1.0,0.0,0.0,1.0
CA,711310,49,2,1.0,0,2,0,2,N,N,35000.0,71,2,3,10.463131911491967,1.0,4,0.0,1.0,0.0,0.0,1.0
PA,113310,60,2,1.0,0,2,0,2,N,N,130000.0,11,4,5,11.775297421715827,0.5,5,0.0,1.0,0.0,0.0,1.0
UT,721110,240,1,1.0,10,0,0,2,N,N,486000.0,72,2,3,13.093965960493682,1.0,20,1.0,0.0,0.0,0.0,1.0
CA,621210,120,12,1.0,0,12,0,1,N,N,420000.0,62,2,5,12.948012371209098,0.75,10,0.0,1.0,0.0,0.0,1.0
MS,112310,72,2,2.0,0,2,0,2,N,N,26500.0,11,3,5,10.184937747111391,0.85,6,0.0,1.0,0.0,0.0,2.0
NY,611699,36,1,2.0,0,1,0,1,N,N,7700.0,61,1,1,8.94910546953925,0.5,3,0.0,1.0,0.0,0.0,2.0
KS,484220,48,13,1.0,0,17,0,2,N,N,350000.0,48,4,1,12.765691290604371,0.5,4,0.0,1.0,0.0,0.0,1.0
GA,112320,120,2,1.0,0,2,0,1,N,N,76000.0,11,1,5,11.23850177707664,0.5,10,0.0,1.0,0.0,0.0,1.0
NJ,485999,84,3,2.0,5,3,0,1,N,N,30200.0,48,1,1,10.315630315397533,0.5,7,1.0,1.0,0.0,0.0,2.0
OH,541613,60,2,1.0,1,1,0,1,N,N,72000.0,54,3,4,11.184435286790631,0.5,5,1.0,1.0,0.0,0.0,1.0
CA,523930,58,1,1.0,0,1,0,1,N,N,31000.0,52,2,1,10.34177474101152,1.0,4,0.0,1.0,0.0,0.0,1.0
TX,722110,51,72,1.0,0,72,0,1,N,N,124100.0,72,2,3,11.72885102917796,0.85,4,0.0,1.0,0.0,0.0,1.0
TX,541330,84,2,2.0,1,3,0,1,Y,N,25000.0,54,2,4,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,2.0
NC,446110,84,1,1.0,0,1,0,1,Y,,50000.0,44,2,2,10.819798284210286,0.85,7,0.0,1.0,0.0,,1.0
MD,541410,41,6,1.0,4,4,0,1,Y,N,50000.0,54,2,4,10.819798284210286,0.5,3,1.0,1.0,0.0,0.0,1.0
NM,453930,88,0,1.0,0,0,0,1,T,,50000.0,45,5,2,10.819798284210286,0.85,7,0.0,0.0,0.0,,1.0
ID,238910,72,9,2.0,0,9,0,1,N,N,13000.0,23,4,2,9.472781556562168,0.5,6,0.0,1.0,0.0,0.0,2.0
OH,621210,84,9,1.0,1,10,0,1,Y,N,100000.0,62,3,5,11.51293546492023,0.5,7,1.0,1.0,0.0,0.0,1.0
AK,621399,84,6,1.0,0,0,0,2,Y,N,20000.0,62,4,5,9.90353755128617,0.5,7,0.0,0.0,0.0,0.0,1.0
WA,561790,84,1,2.0,1,1,0,1,N,,77000.0,56,4,2,11.251573687764477,0.85,7,1.0,1.0,0.0,,2.0
CA,811310,84,1,1.0,0,1,0,1,Y,N,30000.0,81,2,3,10.308985993422082,0.5,7,0.0,1.0,0.0,0.0,1.0
UT,722110,84,10,1.0,0,10,0,1,N,N,50000.0,72,2,3,10.819798284210286,0.5,7,0.0,1.0,0.0,0.0,1.0
MN,238310,60,1,2.0,4,1,0,2,N,N,45000.0,23,4,2,10.714439990727769,0.85,5,1.0,1.0,0.0,0.0,2.0
TX,454111,84,1,2.0,0,0,0,1,N,N,10300.0,45,2,2,9.239996256883693,0.5,7,0.0,0.0,0.0,0.0,2.0
OH,423990,84,3,1.0,3,6,0,1,Y,N,22000.0,42,3,3,9.99884318585288,0.5,7,1.0,1.0,0.0,0.0,1.0
MN,238990,84,1,2.0,3,4,0,1,Y,,10000.0,23,4,2,9.210440366976517,0.85,7,1.0,1.0,0.0,,2.0
TX,446120,84,0,2.0,0,0,0,1,N,N,10100.0,44,2,2,9.220389707829185,0.5,7,0.0,0.0,0.0,0.0,2.0
KS,561730,48,1,1.0,0,0,0,1,N,N,30000.0,56,4,2,10.308985993422082,0.5,4,0.0,0.0,0.0,0.0,1.0
TX,238210,111,10,1.0,2,10,0,1,N,,7500.0,23,2,2,8.922791623969637,0.85,9,1.0,1.0,0.0,,1.0
GA,448190,84,2,2.0,3,2,0,1,N,N,25000.0,44,1,2,10.12667110305036,0.85,7,1.0,1.0,0.0,0.0,2.0
MA,561730,36,1,1.0,0,1,0,1,N,N,10000.0,56,4,2,9.210440366976517,0.5,3,0.0,1.0,0.0,0.0,1.0
MI,484110,61,0,1.0,0,0,0,1,N,N,148400.0,48,1,1,11.907673348237187,0.5,5,0.0,0.0,0.0,0.0,1.0
UT,451211,53,2,2.0,0,2,0,2,Y,N,25000.0,45,2,2,10.12667110305036,0.5,4,0.0,1.0,0.0,0.0,2.0
OR,562111,54,1,2.0,5,1,0,1,N,N,50000.0,56,3,2,10.819798284210286,0.5,4,1.0,1.0,0.0,0.0,2.0
OH,213112,84,8,2.0,8,16,0,1,N,N,235100.0,21,3,5,12.36777048802826,0.5,7,1.0,1.0,0.0,0.0,2.0
MO,722410,78,1,1.0,0,1,0,1,N,N,35000.0,72,3,3,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
OH,621910,58,0,2.0,13,0,0,1,Y,N,75000.0,62,3,5,11.225256725762893,0.5,4,1.0,0.0,0.0,0.0,2.0
MA,713940,84,1,1.0,0,1,0,1,N,N,50000.0,71,4,3,10.819798284210286,0.5,7,0.0,1.0,0.0,0.0,1.0
TX,423990,13,16,1.0,2,16,0,1,N,N,100000.0,42,2,3,11.51293546492023,0.5,1,1.0,1.0,0.0,0.0,1.0
WI,621210,300,2,2.0,2,2,0,1,N,N,112000.0,62,4,5,11.626263078808801,0.85,25,1.0,1.0,0.0,0.0,2.0
NY,621340,84,1,1.0,0,1,0,1,N,N,100000.0,62,1,5,11.51293546492023,0.5,7,0.0,1.0,0.0,0.0,1.0
MN,561320,87,10,1.0,0,10,0,1,N,N,450000.0,56,4,2,13.017005083966255,0.75,7,0.0,1.0,0.0,0.0,1.0
OK,713990,84,1,2.0,1,1,0,1,N,,60000.0,71,3,3,11.002116507732017,0.85,7,1.0,1.0,0.0,,2.0
AK,812112,49,3,1.0,0,0,0,2,N,N,25000.0,81,4,3,10.12667110305036,0.5,4,0.0,0.0,0.0,0.0,1.0
MS,311119,120,1,1.0,1,0,0,2,N,N,30000.0,31,3,3,10.308985993422082,0.85,10,1.0,0.0,0.0,0.0,1.0
KS,315999,48,10,1.0,0,10,0,1,N,N,26500.0,31,4,3,10.184937747111391,0.5,4,0.0,1.0,0.0,0.0,1.0
MO,541618,85,1,1.0,0,1,0,1,N,N,7500.0,54,3,4,8.922791623969637,0.85,7,0.0,1.0,0.0,0.0,1.0
OK,453998,60,2,1.0,0,2,0,2,N,N,43100.0,45,3,2,10.67130147767883,0.5,5,0.0,1.0,0.0,0.0,1.0
CA,611699,36,20,1.0,0,20,0,1,N,N,25000.0,61,2,1,10.12667110305036,0.5,3,0.0,1.0,0.0,0.0,1.0
